"No.","Delta-time","Time","Source","Destination","Protocol","Length","Info"
"210","0.000109500","10.995034800","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2643 Ack=3318 Win=65024 Len=0"
"211","0.000299300","10.995334100","192.168.1.2","20.207.73.82","TLSv1.2","85","Application Data"
"212","0.090147100","11.085481200","20.207.73.82","192.168.1.2","TCP","54","443  >  49670 [ACK] Seq=3318 Ack=2674 Win=72704 Len=0"
"213","0.442951200","11.528432400","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"214","0.000109100","11.528541500","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 210#1] 49670  >  443 [ACK] Seq=2674 Ack=3318 Win=65024 Len=0 SLE=6190 SRE=7626"
"215","0.001037600","11.529579100","20.207.73.82","192.168.1.2","TCP","1490","[TCP Out-Of-Order] 443  >  49670 [ACK] Seq=4754 Ack=2674 Win=72704 Len=1436"
"216","0.000000000","11.529579100","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Out-Of-Order] , Application Data"
"217","0.000000000","11.529579100","20.207.73.82","192.168.1.2","TCP","1490","[TCP Previous segment not captured] 443  >  49670 [ACK] Seq=10498 Ack=2674 Win=72704 Len=1436"
"218","0.000000000","11.529579100","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"219","0.000000000","11.529579100","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"220","0.000048000","11.529627100","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 210#2] 49670  >  443 [ACK] Seq=2674 Ack=3318 Win=65024 Len=0 SLE=4754 SRE=7626"
"221","0.000078700","11.529705800","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=7626 Win=65280 Len=0"
"222","0.000039600","11.529745400","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 221#1] 49670  >  443 [ACK] Seq=2674 Ack=7626 Win=65280 Len=0 SLE=10498 SRE=11934"
"223","0.000035200","11.529780600","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 221#2] 49670  >  443 [ACK] Seq=2674 Ack=7626 Win=65280 Len=0 SLE=13370 SRE=14806 SLE=10498 SRE=11934"
"224","0.000034100","11.529814700","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 221#3] 49670  >  443 [ACK] Seq=2674 Ack=7626 Win=65280 Len=0 SLE=13370 SRE=16242 SLE=10498 SRE=11934"
"225","0.012959500","11.542774200","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"226","0.000000000","11.542774200","20.207.73.82","192.168.1.2","TCP","1490","[TCP Fast Retransmission] 443  >  49670 [ACK] Seq=9062 Ack=2674 Win=72704 Len=1436"
"227","0.000000000","11.542774200","20.207.73.82","192.168.1.2","TCP","1490","[TCP Fast Retransmission] 443  >  49670 [ACK] Seq=7626 Ack=2674 Win=72704 Len=1436"
"228","0.000000000","11.542774200","20.207.73.82","192.168.1.2","TCP","1490","[TCP Fast Retransmission] 443  >  49670 [ACK] Seq=11934 Ack=2674 Win=72704 Len=1436"
"229","0.000075000","11.542849200","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 221#4] 49670  >  443 [ACK] Seq=2674 Ack=7626 Win=65280 Len=0 SLE=13370 SRE=17678 SLE=10498 SRE=11934"
"230","0.000083700","11.542932900","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 221#5] 49670  >  443 [ACK] Seq=2674 Ack=7626 Win=65280 Len=0 SLE=9062 SRE=11934 SLE=13370 SRE=17678"
"231","0.000768200","11.543701100","192.168.1.2","20.207.73.82","TCP","66","49670  >  443 [ACK] Seq=2674 Ack=11934 Win=65280 Len=0 SLE=13370 SRE=17678"
"232","0.000109900","11.543811000","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=17678 Win=65280 Len=0"
"233","0.027782300","11.571593300","192.168.1.2","35.186.224.35","TLSv1.2","97","Application Data"
"234","0.002505800","11.574099100","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"235","0.000000000","11.574099100","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"236","0.000000000","11.574099100","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"237","0.000000000","11.574099100","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Out-Of-Order] , Ignored Unknown Record"
"238","0.000111800","11.574210900","192.168.1.2","20.207.73.82","TCP","66","49670  >  443 [ACK] Seq=2674 Ack=19114 Win=65280 Len=0 SLE=20550 SRE=21986"
"239","0.000053600","11.574264500","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 238#1] 49670  >  443 [ACK] Seq=2674 Ack=19114 Win=65280 Len=0 SLE=26294 SRE=27730 SLE=20550 SRE=21986"
"240","0.000029000","11.574293500","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 238#2] 49670  >  443 [ACK] Seq=2674 Ack=19114 Win=65280 Len=0 SLE=20550 SRE=23422 SLE=26294 SRE=27730"
"241","0.011840300","11.586133800","20.207.73.82","192.168.1.2","TCP","1490","[TCP Fast Retransmission] 443  >  49670 [ACK] Seq=24858 Ack=2674 Win=72704 Len=1436"
"242","0.000000000","11.586133800","20.207.73.82","192.168.1.2","TCP","1490","[TCP Fast Retransmission] 443  >  49670 [PSH, ACK] Seq=23422 Ack=2674 Win=72704 Len=1436"
"243","0.000000000","11.586133800","20.207.73.82","192.168.1.2","TCP","1490","[TCP Fast Retransmission] 443  >  49670 [ACK] Seq=19114 Ack=2674 Win=72704 Len=1436"
"244","0.000000000","11.586133800","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"245","0.000078400","11.586212200","192.168.1.2","20.207.73.82","TCP","74","[TCP Dup ACK 238#3] 49670  >  443 [ACK] Seq=2674 Ack=19114 Win=65280 Len=0 SLE=24858 SRE=27730 SLE=20550 SRE=23422"
"246","0.000060000","11.586272200","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 238#4] 49670  >  443 [ACK] Seq=2674 Ack=19114 Win=65280 Len=0 SLE=20550 SRE=27730"
"247","0.000631700","11.586903900","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=27730 Win=65280 Len=0"
"248","0.000045000","11.586948900","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=29166 Win=65280 Len=0"
"249","0.003329900","11.590278800","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"250","0.000000000","11.590278800","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Out-Of-Order] , Ignored Unknown Record"
"251","0.000000000","11.590278800","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"252","0.000000000","11.590278800","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"253","0.000000000","11.590278800","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"254","0.000000000","11.590278800","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Out-Of-Order] , Ignored Unknown Record"
"255","0.000079600","11.590358400","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 248#1] 49670  >  443 [ACK] Seq=2674 Ack=29166 Win=65280 Len=0 SLE=30602 SRE=32038"
"256","0.000086900","11.590445300","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=32038 Win=65280 Len=0"
"257","0.000034100","11.590479400","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 256#1] 49670  >  443 [ACK] Seq=2674 Ack=32038 Win=65280 Len=0 SLE=33474 SRE=34910"
"258","0.000026800","11.590506200","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 256#2] 49670  >  443 [ACK] Seq=2674 Ack=32038 Win=65280 Len=0 SLE=33474 SRE=36346"
"259","0.000025100","11.590531300","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 256#3] 49670  >  443 [ACK] Seq=2674 Ack=32038 Win=65280 Len=0 SLE=33474 SRE=37782"
"260","0.000039200","11.590570500","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=37782 Win=65280 Len=0"
"261","0.003004100","11.593574600","192.168.1.2","8.8.8.8","DNS","83","Standard query 0xce97 A github.githubassets.com"
"262","0.004915500","11.598490100","192.168.1.2","8.8.8.8","DNS","89","Standard query 0x7b95 A avatars.githubusercontent.com"
"263","0.015507700","11.613997800","35.186.224.35","192.168.1.2","TCP","54","443  >  56487 [ACK] Seq=1 Ack=44 Win=1041 Len=0"
"264","0.006304900","11.620302700","20.207.73.82","192.168.1.2","TLSv1.2","1490","Ignored Unknown Record"
"265","0.000000000","11.620302700","20.207.73.82","192.168.1.2","TLSv1.2","959","[TCP Previous segment not captured] , Ignored Unknown Record"
"266","0.000113200","11.620415900","192.168.1.2","20.207.73.82","TCP","66","49670  >  443 [ACK] Seq=2674 Ack=39218 Win=65280 Len=0 SLE=40654 SRE=41559"
"267","0.001243700","11.621659600","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Out-Of-Order] , Ignored Unknown Record"
"268","0.000052600","11.621712200","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=2674 Ack=41559 Win=65280 Len=0"
"269","0.014169600","11.635881800","8.8.8.8","192.168.1.2","DNS","147","Standard query response 0xce97 A github.githubassets.com A 185.199.109.154 A 185.199.111.154 A 185.199.108.154 A 185.199.110.154"
"270","0.002424400","11.638306200","192.168.1.2","8.8.4.4","QUIC","252","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"271","0.000176500","11.638482700","192.168.1.2","8.8.4.4","QUIC","252","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"272","0.004738200","11.643220900","8.8.8.8","192.168.1.2","DNS","153","Standard query response 0x7b95 A avatars.githubusercontent.com A 185.199.109.133 A 185.199.111.133 A 185.199.110.133 A 185.199.108.133"
"273","0.017168900","11.660389800","192.168.1.2","8.8.4.4","QUIC","250","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"274","0.000137700","11.660527500","192.168.1.2","8.8.4.4","QUIC","247","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"275","0.020062200","11.680589700","8.8.4.4","192.168.1.2","QUIC","70","Protected Payload (KP0)"
"276","0.000000000","11.680589700","8.8.4.4","192.168.1.2","QUIC","622","Protected Payload (KP0)"
"277","0.000000000","11.680589700","8.8.4.4","192.168.1.2","QUIC","572","Protected Payload (KP0)"
"278","0.000000000","11.680589700","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"279","0.000433300","11.681023000","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"280","0.000185300","11.681208300","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"281","0.001499500","11.682707800","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"282","0.000622800","11.683330600","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"283","0.000445900","11.683776500","192.168.1.2","185.199.110.154","TCP","66","56770  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"284","0.018673200","11.702449700","8.8.4.4","192.168.1.2","QUIC","70","Protected Payload (KP0)"
"285","0.000000000","11.702449700","8.8.4.4","192.168.1.2","QUIC","572","Protected Payload (KP0)"
"286","0.000000000","11.702449700","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"287","0.000000000","11.702449700","8.8.4.4","192.168.1.2","QUIC","571","Protected Payload (KP0)"
"288","0.000000000","11.702449700","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"289","0.000188100","11.702637800","192.168.1.2","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"290","0.000123200","11.702761000","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"291","0.000088800","11.702849800","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"292","0.000633100","11.703482900","192.168.1.2","185.199.110.133","TCP","66","52086  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"293","0.011763300","11.715246200","35.186.224.35","192.168.1.2","TLSv1.2","94","Application Data"
"294","0.006207500","11.721453700","8.8.4.4","192.168.1.2","QUIC","65","Protected Payload (KP0)"
"295","0.003656200","11.725109900","185.199.110.154","192.168.1.2","TCP","66","443  >  52263 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"296","0.000000000","11.725109900","185.199.110.154","192.168.1.2","TCP","66","443  >  56770 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"297","0.000228600","11.725338500","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"298","0.000101600","11.725440100","192.168.1.2","185.199.110.154","TCP","54","56770  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"299","0.000381000","11.725821100","192.168.1.2","185.199.110.154","TCP","1506","52263  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1452 [TCP PDU reassembled in 300]"
"300","0.000000000","11.725821100","192.168.1.2","185.199.110.154","TLSv1.3","367","Client Hello (SNI=github.githubassets.com)"
"301","0.000426500","11.726247600","192.168.1.2","185.199.110.154","TCP","1506","56770  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1452 [TCP PDU reassembled in 302]"
"302","0.000000000","11.726247600","192.168.1.2","185.199.110.154","TLSv1.2","431","Client Hello (SNI=github.githubassets.com)"
"303","0.017324400","11.743572000","8.8.4.4","192.168.1.2","QUIC","65","Protected Payload (KP0)"
"304","0.000000000","11.743572000","185.199.110.133","192.168.1.2","TCP","66","443  >  52086 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"305","0.000155100","11.743727100","192.168.1.2","185.199.110.133","TCP","54","52086  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"306","0.000882800","11.744609900","192.168.1.2","185.199.110.133","TCP","1506","52086  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1452 [TCP PDU reassembled in 307]"
"307","0.000000000","11.744609900","192.168.1.2","185.199.110.133","TLSv1.3","373","Client Hello (SNI=avatars.githubusercontent.com)"
"308","0.017155600","11.761765500","192.168.1.2","74.125.158.39","TCP","54","[TCP Retransmission] 52022  >  443 [FIN, ACK] Seq=2 Ack=1 Win=255 Len=0"
"309","0.000020400","11.761785900","192.168.1.2","35.186.224.35","TCP","54","56487  >  443 [ACK] Seq=44 Ack=41 Win=1019 Len=0"
"310","0.004530800","11.766316700","185.199.110.154","192.168.1.2","TCP","54","443  >  52263 [ACK] Seq=1 Ack=1766 Win=150016 Len=0"
"311","0.000000000","11.766316700","185.199.110.154","192.168.1.2","TCP","54","443  >  56770 [ACK] Seq=1 Ack=1830 Win=152064 Len=0"
"312","0.000000000","11.766316700","185.199.110.154","192.168.1.2","TCP","54","443  >  56770 [ACK] Seq=1 Ack=1453 Win=148992 Len=0"
"313","0.002017800","11.768334500","185.199.110.154","192.168.1.2","TCP","1506","[TCP Previous segment not captured] 443  >  52263 [ACK] Seq=5809 Ack=1766 Win=150016 Len=1452, Application Data, Application Data"
"314","0.000059100","11.768393600","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 297#1] 52263  >  443 [ACK] Seq=1766 Ack=1 Win=65280 Len=0 SLE=5809 SRE=7261"
"315","0.009030000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Out-Of-Order] 443  >  52263 [PSH, ACK] Seq=4357 Ack=1766 Win=150016 Len=1452"
"316","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TLSv1.3","257","Continuation Data"
"317","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Out-Of-Order] 443  >  52263 [ACK] Seq=2905 Ack=1766 Win=150016 Len=1452"
"318","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Server Hello, Change Cipher Spec, Application Data"
"319","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Out-Of-Order] 443  >  52263 [PSH, ACK] Seq=1453 Ack=1766 Win=150016 Len=1452"
"320","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"321","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Retransmission] 443  >  56770 [PSH, ACK] Seq=1453 Ack=1830 Win=152064 Len=1452"
"322","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Retransmission] 443  >  56770 [ACK] Seq=2905 Ack=1830 Win=152064 Len=1452"
"323","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TLSv1.2","257","[TCP Previous segment not captured] , Ignored Unknown Record"
"324","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Retransmission] 443  >  56770 [ACK] Seq=1 Ack=1830 Win=152064 Len=1452"
"325","0.000000000","11.777423600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Retransmission] 443  >  56770 [ACK] Seq=5809 Ack=1830 Win=152064 Len=1452"
"326","0.000085300","11.777508900","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 297#2] 52263  >  443 [ACK] Seq=1766 Ack=1 Win=65280 Len=0 SLE=4357 SRE=7261"
"327","0.000054000","11.777562900","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 297#3] 52263  >  443 [ACK] Seq=1766 Ack=1 Win=65280 Len=0 SLE=4357 SRE=7464"
"328","0.000030400","11.777593300","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 297#4] 52263  >  443 [ACK] Seq=1766 Ack=1 Win=65280 Len=0 SLE=2905 SRE=7464"
"329","0.000067000","11.777660300","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=1766 Ack=1453 Win=65280 Len=0 SLE=2905 SRE=7464"
"330","0.000053200","11.777713500","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=1766 Ack=7464 Win=65280 Len=0"
"331","0.000054200","11.777767700","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 298#1] 56770  >  443 [ACK] Seq=1830 Ack=1 Win=65280 Len=0 SLE=4357 SRE=5809"
"332","0.000031800","11.777799500","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 298#2] 56770  >  443 [ACK] Seq=1830 Ack=1 Win=65280 Len=0 SLE=1453 SRE=2905 SLE=4357 SRE=5809"
"333","0.000031700","11.777831200","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 298#3] 56770  >  443 [ACK] Seq=1830 Ack=1 Win=65280 Len=0 SLE=1453 SRE=5809"
"334","0.000028900","11.777860100","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 298#4] 56770  >  443 [ACK] Seq=1830 Ack=1 Win=65280 Len=0 SLE=7261 SRE=7464 SLE=1453 SRE=5809"
"335","0.000065900","11.777926000","192.168.1.2","185.199.110.154","TCP","66","56770  >  443 [ACK] Seq=1830 Ack=5809 Win=65280 Len=0 SLE=7261 SRE=7464"
"336","0.000043400","11.777969400","192.168.1.2","185.199.110.154","TCP","54","56770  >  443 [ACK] Seq=1830 Ack=7464 Win=65280 Len=0"
"337","0.005636100","11.783605500","192.168.1.2","185.199.110.154","TLSv1.2","118","Change Cipher Spec, Application Data"
"338","0.000228900","11.783834400","192.168.1.2","185.199.110.154","TLSv1.3","118","Change Cipher Spec, Application Data"
"339","0.000443900","11.784278300","192.168.1.2","185.199.110.154","TLSv1.2","146","Application Data"
"340","0.000742900","11.785021200","185.199.110.133","192.168.1.2","TCP","54","443  >  52086 [ACK] Seq=1 Ack=1453 Win=148992 Len=0"
"341","0.000000000","11.785021200","185.199.110.133","192.168.1.2","TCP","54","443  >  52086 [ACK] Seq=1 Ack=1772 Win=152064 Len=0"
"342","0.000301600","11.785322800","192.168.1.2","185.199.110.154","TLSv1.3","146","Application Data"
"343","0.000097900","11.785420700","192.168.1.2","185.199.110.154","TLSv1.3","482","Application Data"
"344","0.000069600","11.785490300","192.168.1.2","185.199.110.154","TLSv1.3","132","Application Data"
"345","0.000126600","11.785616900","192.168.1.2","185.199.110.154","TLSv1.3","141","Application Data"
"346","0.000096400","11.785713300","192.168.1.2","185.199.110.154","TLSv1.3","145","Application Data"
"347","0.000077000","11.785790300","192.168.1.2","185.199.110.154","TLSv1.3","141","Application Data"
"348","0.000063000","11.785853300","192.168.1.2","185.199.110.154","TLSv1.3","137","Application Data"
